n,adm2,motion2,ms_ssim,psnr,ssim,vif_scale0,vif_scale1,vif_scale2,vif_scale3,vmaf,mse_avg,mse_u,mse_v,mse_y,psnr_avg,psnr_u,psnr_v,psnr_y,ssim_avg,ssim_u,ssim_v,ssim_y,input_file_dist,input_file_ref
52,0.9993,0.02825,0.99405,60.0,0.99426,0.98814,0.99954,0.99981,0.9999,100.0,0.03,0.04,0.04,0.03,62.92,62.64,62.32,63.15,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
53,0.99868,0.03848,0.99405,60.0,0.99426,0.98667,0.9994,0.99976,0.99988,100.0,0.04,0.05,0.05,0.04,61.73,61.33,61.03,62.04,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
54,0.99882,0.03945,0.99405,60.0,0.99426,0.98696,0.99944,0.99978,0.99989,100.0,0.04,0.04,0.05,0.04,62.07,61.69,61.43,62.36,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
55,0.99877,0.03582,0.99405,60.0,0.99426,0.98689,0.9994,0.99976,0.99987,100.0,0.04,0.05,0.05,0.04,61.84,61.37,61.02,62.21,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
56,0.99931,0.03532,0.99405,60.0,0.99426,0.98839,0.99955,0.99981,0.9999,100.0,0.03,0.03,0.04,0.03,63.07,62.82,62.51,63.3,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
57,0.99878,0.01783,0.99405,60.0,0.99426,0.98706,0.99941,0.99976,0.99988,100.0,0.04,0.04,0.05,0.04,61.94,61.64,61.0,62.3,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
58,0.99908,0.01783,0.99405,60.0,0.99426,0.98742,0.99946,0.99977,0.99988,100.0,0.04,0.04,0.04,0.04,62.38,62.13,61.64,62.65,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
59,0.99897,0.0105,0.99405,60.0,0.99426,0.98748,0.99944,0.99976,0.99988,100.0,0.04,0.04,0.04,0.04,62.37,62.13,61.74,62.6,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
60,0.99941,0.0105,0.99405,60.0,0.99426,0.98877,0.99957,0.99982,0.9999,100.0,0.03,0.03,0.03,0.03,63.31,63.02,62.73,63.55,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
61,0.99885,0.00773,0.99404,60.0,0.99426,0.98745,0.99942,0.99976,0.99988,100.0,0.04,0.04,0.04,0.04,62.35,62.18,61.71,62.56,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
62,0.99897,0.00773,0.99405,60.0,0.99426,0.98775,0.9995,0.9998,0.9999,100.0,0.04,0.04,0.04,0.03,62.63,62.41,62.08,62.84,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
63,0.99893,0.00455,0.99404,60.0,0.99426,0.98767,0.99944,0.99976,0.99988,100.0,0.04,0.04,0.04,0.03,62.54,62.43,61.96,62.72,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
64,0.99938,0.00455,0.99405,60.0,0.99426,0.98886,0.99958,0.99982,0.9999,100.0,0.03,0.03,0.03,0.03,63.36,63.03,62.75,63.62,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
65,0.99894,0.00266,0.99404,60.0,0.99426,0.98772,0.99942,0.99975,0.99987,100.0,0.04,0.04,0.04,0.03,62.58,62.54,62.08,62.72,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
66,0.99904,0.00266,0.99404,60.0,0.99426,0.98796,0.9995,0.99978,0.99988,100.0,0.03,0.04,0.04,0.03,62.78,62.61,62.18,62.99,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
67,0.99908,0.00151,0.99404,60.0,0.99426,0.98801,0.99944,0.99976,0.99987,100.0,0.03,0.03,0.04,0.03,62.81,62.79,62.37,62.93,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
68,0.99937,0.00151,0.99405,60.0,0.99426,0.98887,0.99958,0.99982,0.9999,100.0,0.03,0.03,0.03,0.03,63.36,63.05,62.71,63.63,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
69,0.99919,0.00079,0.99405,60.0,0.99426,0.98847,0.99953,0.9998,0.99989,100.0,0.03,0.03,0.04,0.03,63.13,62.94,62.55,63.35,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
70,0.99924,0.00079,0.99405,60.0,0.99426,0.98845,0.99952,0.9998,0.99989,100.0,0.03,0.03,0.04,0.03,63.13,62.9,62.51,63.36,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
71,0.99925,0.00049,0.99405,60.0,0.99426,0.98849,0.99952,0.9998,0.99989,100.0,0.03,0.03,0.04,0.03,63.15,62.91,62.54,63.38,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
72,0.99933,0.00049,0.99405,60.0,0.99426,0.98869,0.99956,0.99982,0.9999,100.0,0.03,0.03,0.04,0.03,63.26,62.96,62.62,63.52,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
73,0.99926,0.00038,0.99405,60.0,0.99426,0.98851,0.99954,0.99981,0.9999,100.0,0.03,0.03,0.04,0.03,63.18,62.93,62.57,63.41,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
74,0.99926,0.00038,0.99405,60.0,0.99426,0.98848,0.99954,0.9998,0.99989,100.0,0.03,0.03,0.04,0.03,63.15,62.92,62.56,63.38,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
75,0.99925,0.00037,0.99405,60.0,0.99426,0.98848,0.99954,0.99981,0.9999,100.0,0.03,0.03,0.04,0.03,63.15,62.91,62.53,63.39,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
76,0.99929,0.00037,0.99405,60.0,0.99426,0.98862,0.99956,0.99982,0.9999,100.0,0.03,0.03,0.04,0.03,63.21,62.92,62.55,63.47,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
77,0.99919,0.00072,0.99405,60.0,0.99426,0.98831,0.99952,0.9998,0.9999,100.0,0.03,0.03,0.04,0.03,63.04,62.84,62.44,63.26,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
78,0.99911,0.00072,0.99404,60.0,0.99426,0.98801,0.99949,0.99979,0.99989,100.0,0.03,0.03,0.04,0.03,62.82,62.73,62.26,63.0,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
79,0.99877,0.01096,0.99404,60.0,0.99426,0.98732,0.99942,0.99975,0.99987,100.0,0.04,0.04,0.05,0.04,62.11,61.77,61.23,62.46,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
80,0.99916,0.01896,0.99404,60.0,0.99426,0.98798,0.99951,0.99979,0.99989,100.0,0.03,0.04,0.04,0.03,62.77,62.49,62.23,63.0,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
81,0.99873,0.0229,0.99404,60.0,0.99426,0.9871,0.99943,0.99977,0.99988,100.0,0.04,0.05,0.05,0.04,61.91,61.35,61.04,62.33,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
82,0.9989,0.0229,0.99404,60.0,0.99426,0.9873,0.99945,0.99977,0.99988,100.0,0.04,0.04,0.04,0.04,62.28,61.93,61.64,62.55,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
83,0.99875,0.02087,0.99404,60.0,0.99426,0.98707,0.99941,0.99975,0.99987,100.0,0.04,0.05,0.05,0.04,61.91,61.44,61.07,62.28,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
84,0.99922,0.02087,0.99404,60.0,0.99426,0.98801,0.99953,0.9998,0.99989,100.0,0.03,0.04,0.04,0.03,62.84,62.58,62.23,63.08,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
85,0.99874,0.01892,0.99404,60.0,0.99426,0.98697,0.99941,0.99975,0.99988,100.0,0.04,0.05,0.05,0.04,61.89,61.46,60.97,62.27,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
86,0.99887,0.01892,0.99404,60.0,0.99426,0.98714,0.99946,0.99977,0.99988,100.0,0.04,0.04,0.05,0.04,62.21,61.89,61.58,62.47,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
87,1.00643,2.17052,0.994,60.0,0.99434,0.98726,0.99934,0.99961,0.99956,100.0,0.06,0.07,0.07,0.06,60.18,59.8,59.89,60.35,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
88,0.9985,2.17052,0.99418,60.0,0.99435,0.98891,0.99937,0.99968,0.99982,100.0,0.03,0.04,0.04,0.03,62.89,62.25,62.2,63.27,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
89,1.00211,2.99362,0.99443,60.0,0.99473,0.98872,0.99945,0.99972,0.99976,100.0,0.04,0.05,0.05,0.04,61.67,61.39,61.0,61.94,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
90,0.98953,2.99362,0.99433,60.0,0.99462,0.98753,0.99804,0.99866,0.99922,100.0,0.05,0.04,0.07,0.05,60.96,61.6,59.4,61.29,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
91,0.99656,2.15371,0.99454,60.0,0.99502,0.99085,0.99938,0.99968,0.9998,100.0,0.03,0.03,0.03,0.02,63.8,63.32,62.87,64.21,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
92,0.98769,2.15371,0.99467,60.0,0.99498,0.98884,0.99786,0.99848,0.99899,99.54642,0.05,0.04,0.09,0.04,61.09,62.68,58.46,61.69,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
93,0.99856,2.15425,0.99467,60.0,0.99487,0.99243,0.99933,0.99957,0.99969,100.0,0.03,0.03,0.05,0.02,63.48,63.19,61.09,64.44,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
94,0.99113,2.15425,0.9949,60.0,0.99515,0.99101,0.99813,0.99858,0.99895,100.0,0.04,0.04,0.08,0.03,61.82,61.95,59.08,62.85,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
95,1.00448,2.15911,0.99493,60.0,0.99524,0.99446,0.9999,1.00002,1.00004,100.0,0.02,0.02,0.02,0.02,65.28,64.89,64.38,65.64,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
96,0.98677,2.15911,0.99495,60.0,0.99529,0.99163,0.9973,0.99774,0.99824,99.32748,0.04,0.03,0.06,0.03,62.29,62.84,60.5,62.74,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
97,1.00695,2.07426,0.99526,60.0,0.99556,0.99656,1.00117,1.00117,1.00118,100.0,0.03,0.02,0.03,0.03,63.95,64.98,64.13,63.68,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
98,0.9848,2.07426,0.99511,60.0,0.99542,0.99136,0.99701,0.99769,0.99823,98.93439,0.03,0.02,0.04,0.03,63.7,64.18,61.98,64.14,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
99,0.99313,2.14715,0.9952,60.0,0.99579,0.99597,0.99888,0.99899,0.999,100.0,0.01,0.01,0.01,0.01,68.21,68.37,67.87,68.26,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
100,0.99669,2.14715,0.99532,60.0,0.99545,0.99718,0.99992,1.00008,1.00013,100.0,0.01,0.01,0.01,0.01,69.01,67.6,67.71,69.89,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
101,0.99895,2.19035,0.9954,60.0,0.99563,0.99916,0.99998,0.99999,0.99992,100.0,0.0,0.01,0.01,0.0,72.06,69.38,70.27,73.87,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
102,1.0,0.0,0.99471,60.0,0.99479,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
103,1.0,0.0,0.99471,60.0,0.99479,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
104,1.0,0.0,0.99471,60.0,0.99479,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
105,1.0,0.0,0.99471,60.0,0.99479,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,1.0,1.0,1.0,1.0,/tmpdir/crf_16.mpd,/videos/BigBuckBunny-2160.avi
